record_id,polygon_id,year,ndvi,ndvi_previous_year,ndvi_change,ndwi_mean,ndwi_previous_year,ndwi_change,rainfall_mm,temperature_celsius,elevation_mean,longitude,latitude,trend_label,coastal_distance_m,coastal_distance_km
P0001_2001,P0001,2001,0.109032181,0.087499847,0.021532334,-0.112980474,-0.183258055,0.070277581,1076.348862,26.63304176,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2002,P0001,2002,0.083123908,0.109032181,-0.025908273,-0.096762082,-0.112980474,0.016218392,1322.592861,26.84789118,2.980598222,79.80954107,7.854714158,decrease,30,0.03
P0001_2003,P0001,2003,0.014986642,0.083123908,-0.068137266,-0.062117706,-0.096762082,0.034644376,1011.081799,26.91132196,2.980598222,79.80954107,7.854714158,decrease,30,0.03
P0001_2004,P0001,2004,0.03718098,0.014986642,0.022194338,-0.054610499,-0.062117706,0.007507207,1274.72819,26.77633479,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2005,P0001,2005,0.049291647,0.03718098,0.012110667,-0.07217453,-0.054610499,-0.017564031,1386.470275,26.88509327,2.980598222,79.80954107,7.854714158,stable,30,0.03
P0001_2006,P0001,2006,-0.014366243,0.049291647,-0.06365789,-0.036827068,-0.07217453,0.035347462,1333.975474,26.67334631,2.980598222,79.80954107,7.854714158,decrease,30,0.03
P0001_2007,P0001,2007,0.079186227,-0.014366243,0.09355247,-0.105066325,-0.036827068,-0.068239257,1256.455385,26.76020004,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2008,P0001,2008,0.054929556,0.079186227,-0.024256671,-0.057296733,-0.105066325,0.047769592,1389.69536,26.48498588,2.980598222,79.80954107,7.854714158,decrease,30,0.03
P0001_2009,P0001,2009,0.084862302,0.054929556,0.029932746,-0.072376676,-0.057296733,-0.015079943,1099.129442,26.72114944,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2010,P0001,2010,0.083651507,0.084862302,-0.001210795,-0.123497851,-0.072376676,-0.051121175,1561.093357,26.86991508,2.980598222,79.80954107,7.854714158,stable,30,0.03
P0001_2011,P0001,2011,0.085837106,0.083651507,0.002185599,-0.072558894,-0.123497851,0.050938957,1410.815226,26.56323124,2.980598222,79.80954107,7.854714158,stable,30,0.03
P0001_2012,P0001,2012,0.128261248,0.085837106,0.042424142,-0.201524897,-0.072558894,-0.128966003,1360.824814,26.96440439,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2013,P0001,2013,0.059980646,0.128261248,-0.068280602,-0.091473687,-0.201524897,0.11005121,991.3124337,26.69256393,2.980598222,79.80954107,7.854714158,decrease,30,0.03
P0001_2014,P0001,2014,0.086782201,0.059980646,0.026801555,-0.103336097,-0.091473687,-0.01186241,1602.542708,26.88510676,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2015,P0001,2015,0.106760558,0.086782201,0.019978357,-0.112274518,-0.103336097,-0.008938421,1480.471842,26.91285943,2.980598222,79.80954107,7.854714158,stable,30,0.03
P0001_2016,P0001,2016,0.163188678,0.106760558,0.05642812,-0.111931184,-0.112274518,0.000343334,972.7582776,27.39750873,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2017,P0001,2017,0.131545341,0.163188678,-0.031643337,-0.169494644,-0.111931184,-0.05756346,1192.987165,27.03504022,2.980598222,79.80954107,7.854714158,decrease,30,0.03
P0001_2018,P0001,2018,0.167719806,0.131545341,0.036174465,-0.149312147,-0.169494644,0.020182497,1204.813857,26.7537507,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2019,P0001,2019,0.082802028,0.167719806,-0.084917778,-0.134283672,-0.149312147,0.015028475,1166.129573,27.31444982,2.980598222,79.80954107,7.854714158,decrease,30,0.03
P0001_2020,P0001,2020,0.145452838,0.082802028,0.06265081,-0.153311108,-0.134283672,-0.019027436,1108.845327,27.41022023,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2021,P0001,2021,0.097511767,0.145452838,-0.047941071,-0.119180211,-0.153311108,0.034130897,1435.855743,26.8512814,2.980598222,79.80954107,7.854714158,decrease,30,0.03
P0001_2022,P0001,2022,0.077155456,0.097511767,-0.020356311,-0.077153739,-0.119180211,0.042026472,1168.651893,26.78982708,2.980598222,79.80954107,7.854714158,decrease,30,0.03
P0001_2023,P0001,2023,0.215377669,0.077155456,0.138222213,-0.193058571,-0.077153739,-0.115904832,1571.161531,27.05176503,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2024,P0001,2024,0.258948989,0.215377669,0.04357132,-0.239056756,-0.193058571,-0.045998185,1319.255687,27.553458,2.980598222,79.80954107,7.854714158,increase,30,0.03
P0001_2025,P0001,2025,0.253677349,0.258948989,-0.00527164,-0.186554034,-0.239056756,0.052502722,1446.171059,27.08385981,2.980598222,79.80954107,7.854714158,stable,30,0.03
P0002_2001,P0002,2001,0.115377249,0.144638218,-0.029260969,-0.125602652,-0.091090211,-0.034512441,1076.348862,26.63304176,3.961748634,79.80966846,7.853667527,decrease,0,0
P0002_2002,P0002,2002,0.104136486,0.115377249,-0.011240763,-0.083913785,-0.125602652,0.041688867,1322.592861,26.84789118,3.961748634,79.80966846,7.853667527,stable,0,0
P0002_2003,P0002,2003,0.008109478,0.104136486,-0.096027008,-0.073240836,-0.083913785,0.010672949,1011.081799,26.91132196,3.961748634,79.80966846,7.853667527,decrease,0,0
P0002_2004,P0002,2004,0.005567754,0.008109478,-0.002541724,-0.033918026,-0.073240836,0.03932281,1274.72819,26.77633479,3.961748634,79.80966846,7.853667527,stable,0,0
P0002_2005,P0002,2005,0.095954932,0.005567754,0.090387178,-0.091528312,-0.033918026,-0.057610286,1386.470275,26.88509327,3.961748634,79.80966846,7.853667527,increase,0,0
P0002_2006,P0002,2006,0.044144493,0.095954932,-0.051810439,-0.049627116,-0.091528312,0.041901196,1333.975474,26.67334631,3.961748634,79.80966846,7.853667527,decrease,0,0
P0002_2007,P0002,2007,0.092438216,0.044144493,0.048293723,-0.111824771,-0.049627116,-0.062197655,1256.455385,26.76020004,3.961748634,79.80966846,7.853667527,increase,0,0
P0002_2008,P0002,2008,0.033242925,0.092438216,-0.059195291,-0.042820611,-0.111824771,0.06900416,1389.69536,26.48498588,3.961748634,79.80966846,7.853667527,decrease,0,0
P0002_2009,P0002,2009,0.078669568,0.033242925,0.045426643,-0.040474872,-0.042820611,0.002345739,1099.129442,26.72114944,3.961748634,79.80966846,7.853667527,increase,0,0
P0002_2010,P0002,2010,0.104732238,0.078669568,0.02606267,-0.119245624,-0.040474872,-0.078770752,1561.093357,26.86991508,3.961748634,79.80966846,7.853667527,increase,0,0
P0002_2011,P0002,2011,0.104798478,0.104732238,6.62E-05,-0.053977572,-0.119245624,0.065268052,1410.815226,26.56323124,3.961748634,79.80966846,7.853667527,stable,0,0
P0002_2012,P0002,2012,0.152451496,0.104798478,0.047653018,-0.184899999,-0.053977572,-0.130922427,1360.824814,26.96440439,3.961748634,79.80966846,7.853667527,increase,0,0
P0002_2013,P0002,2013,0.133490671,0.152451496,-0.018960825,-0.098744271,-0.184899999,0.086155728,991.3124337,26.69256393,3.961748634,79.80966846,7.853667527,stable,0,0
P0002_2014,P0002,2014,0.144535142,0.133490671,0.011044471,-0.130729594,-0.098744271,-0.031985323,1602.542708,26.88510676,3.961748634,79.80966846,7.853667527,stable,0,0
P0002_2015,P0002,2015,0.104562488,0.144535142,-0.039972654,-0.113761595,-0.130729594,0.016967999,1480.471842,26.91285943,3.961748634,79.80966846,7.853667527,decrease,0,0
P0002_2016,P0002,2016,0.23085977,0.104562488,0.126297282,-0.124447847,-0.113761595,-0.010686252,972.7582776,27.39750873,3.961748634,79.80966846,7.853667527,increase,0,0
P0002_2017,P0002,2017,0.170002796,0.23085977,-0.060856974,-0.144891237,-0.124447847,-0.02044339,1192.987165,27.03504022,3.961748634,79.80966846,7.853667527,decrease,0,0
P0002_2018,P0002,2018,0.162551532,0.170002796,-0.007451264,-0.123226644,-0.144891237,0.021664593,1204.813857,26.7537507,3.961748634,79.80966846,7.853667527,stable,0,0
P0002_2019,P0002,2019,0.081291574,0.162551532,-0.081259958,-0.063839608,-0.123226644,0.059387036,1166.129573,27.31444982,3.961748634,79.80966846,7.853667527,decrease,0,0
P0002_2020,P0002,2020,0.094733076,0.081291574,0.013441502,-0.116069942,-0.063839608,-0.052230334,1108.845327,27.41022023,3.961748634,79.80966846,7.853667527,stable,0,0
P0002_2021,P0002,2021,0.084076485,0.094733076,-0.010656591,-0.090609606,-0.116069942,0.025460336,1435.855743,26.8512814,3.961748634,79.80966846,7.853667527,stable,0,0
P0002_2022,P0002,2022,0.05160495,0.084076485,-0.032471535,-0.047647904,-0.090609606,0.042961702,1168.651893,26.78982708,3.961748634,79.80966846,7.853667527,decrease,0,0
P0002_2023,P0002,2023,0.239130021,0.05160495,0.187525071,-0.17851374,-0.047647904,-0.130865836,1571.161531,27.05176503,3.961748634,79.80966846,7.853667527,increase,0,0
P0002_2024,P0002,2024,0.176503022,0.239130021,-0.062626999,-0.208158226,-0.17851374,-0.029644486,1319.255687,27.553458,3.961748634,79.80966846,7.853667527,decrease,0,0
P0002_2025,P0002,2025,0.195225939,0.176503022,0.018722917,-0.171823295,-0.208158226,0.036334931,1446.171059,27.08385981,3.961748634,79.80966846,7.853667527,stable,0,0
P0003_2001,P0003,2001,0.078103651,0.111516974,-0.033413323,-0.089619697,-0.089348725,-0.000270972,1076.348862,26.63304176,3.666666667,79.8094455,7.853221626,decrease,60,0.06
P0003_2002,P0003,2002,0.112283671,0.078103651,0.03418002,-0.082622065,-0.089619697,0.006997632,1322.592861,26.84789118,3.666666667,79.8094455,7.853221626,increase,60,0.06
P0003_2003,P0003,2003,0.061910569,0.112283671,-0.050373102,-0.05288241,-0.082622065,0.029739655,1011.081799,26.91132196,3.666666667,79.8094455,7.853221626,decrease,60,0.06
P0003_2004,P0003,2004,0.055774917,0.061910569,-0.006135652,-0.043689749,-0.05288241,0.009192661,1274.72819,26.77633479,3.666666667,79.8094455,7.853221626,stable,60,0.06
P0003_2005,P0003,2005,0.107290042,0.055774917,0.051515125,-0.104929749,-0.043689749,-0.06124,1386.470275,26.88509327,3.666666667,79.8094455,7.853221626,increase,60,0.06
P0003_2006,P0003,2006,0.071159253,0.107290042,-0.036130789,-0.057474771,-0.104929749,0.047454978,1333.975474,26.67334631,3.666666667,79.8094455,7.853221626,decrease,60,0.06
P0003_2007,P0003,2007,0.127875967,0.071159253,0.056716714,-0.116256134,-0.057474771,-0.058781363,1256.455385,26.76020004,3.666666667,79.8094455,7.853221626,increase,60,0.06
P0003_2008,P0003,2008,0.076978449,0.127875967,-0.050897518,-0.066771824,-0.116256134,0.04948431,1389.69536,26.48498588,3.666666667,79.8094455,7.853221626,decrease,60,0.06
P0003_2009,P0003,2009,0.08365026,0.076978449,0.006671811,-0.071762324,-0.066771824,-0.0049905,1099.129442,26.72114944,3.666666667,79.8094455,7.853221626,stable,60,0.06
P0003_2010,P0003,2010,0.102781999,0.08365026,0.019131739,-0.119557077,-0.071762324,-0.047794753,1561.093357,26.86991508,3.666666667,79.8094455,7.853221626,stable,60,0.06
P0003_2011,P0003,2011,0.192082449,0.102781999,0.08930045,-0.136704995,-0.119557077,-0.017147918,1410.815226,26.56323124,3.666666667,79.8094455,7.853221626,increase,60,0.06
P0003_2012,P0003,2012,0.183929457,0.192082449,-0.008152992,-0.183827285,-0.136704995,-0.04712229,1360.824814,26.96440439,3.666666667,79.8094455,7.853221626,stable,60,0.06
P0003_2013,P0003,2013,0.2245323,0.183929457,0.040602843,-0.116277838,-0.183827285,0.067549447,991.3124337,26.69256393,3.666666667,79.8094455,7.853221626,increase,60,0.06
P0003_2014,P0003,2014,0.228836378,0.2245323,0.004304078,-0.153754866,-0.116277838,-0.037477028,1602.542708,26.88510676,3.666666667,79.8094455,7.853221626,stable,60,0.06
P0003_2015,P0003,2015,0.270696416,0.228836378,0.041860038,-0.174520667,-0.153754866,-0.020765801,1480.471842,26.91285943,3.666666667,79.8094455,7.853221626,increase,60,0.06
P0003_2016,P0003,2016,0.226507939,0.270696416,-0.044188477,-0.198942778,-0.174520667,-0.024422111,972.7582776,27.39750873,3.666666667,79.8094455,7.853221626,decrease,60,0.06
P0003_2017,P0003,2017,0.278484983,0.226507939,0.051977044,-0.219542297,-0.198942778,-0.020599519,1192.987165,27.03504022,3.666666667,79.8094455,7.853221626,increase,60,0.06
P0003_2018,P0003,2018,0.310711989,0.278484983,0.032227006,-0.213798241,-0.219542297,0.005744056,1204.813857,26.7537507,3.666666667,79.8094455,7.853221626,increase,60,0.06
P0003_2019,P0003,2019,0.3090204,0.310711989,-0.001691589,-0.186999852,-0.213798241,0.026798389,1166.129573,27.31444982,3.666666667,79.8094455,7.853221626,stable,60,0.06
P0003_2020,P0003,2020,0.232226141,0.3090204,-0.076794259,-0.188170882,-0.186999852,-0.00117103,1108.845327,27.41022023,3.666666667,79.8094455,7.853221626,decrease,60,0.06
P0003_2021,P0003,2021,0.250972934,0.232226141,0.018746793,-0.199394757,-0.188170882,-0.011223875,1435.855743,26.8512814,3.666666667,79.8094455,7.853221626,stable,60,0.06
P0003_2022,P0003,2022,0.296839859,0.250972934,0.045866925,-0.158577094,-0.199394757,0.040817663,1168.651893,26.78982708,3.666666667,79.8094455,7.853221626,increase,60,0.06
P0003_2023,P0003,2023,0.270427955,0.296839859,-0.026411904,-0.232825133,-0.158577094,-0.074248039,1571.161531,27.05176503,3.666666667,79.8094455,7.853221626,decrease,60,0.06
P0003_2024,P0003,2024,0.283804087,0.270427955,0.013376132,-0.22396377,-0.232825133,0.008861363,1319.255687,27.553458,3.666666667,79.8094455,7.853221626,stable,60,0.06
P0003_2025,P0003,2025,0.287248603,0.283804087,0.003444516,-0.249427023,-0.22396377,-0.025463253,1446.171059,27.08385981,3.666666667,79.8094455,7.853221626,stable,60,0.06
P0004_2001,P0004,2001,0.096813416,0.128523418,-0.031710002,-0.158951021,-0.173213229,0.014262208,1076.348862,26.63304176,1.154761905,79.80988919,7.853110169,decrease,67.08203932,0.067082039
P0004_2002,P0004,2002,0.117704366,0.096813416,0.02089095,-0.172759657,-0.158951021,-0.013808636,1322.592861,26.84789118,1.154761905,79.80988919,7.853110169,increase,67.08203932,0.067082039
P0004_2003,P0004,2003,0.123669704,0.117704366,0.005965338,-0.174281508,-0.172759657,-0.001521851,1011.081799,26.91132196,1.154761905,79.80988919,7.853110169,stable,67.08203932,0.067082039
P0004_2004,P0004,2004,0.077687798,0.123669704,-0.045981906,-0.144200021,-0.174281508,0.030081487,1274.72819,26.77633479,1.154761905,79.80988919,7.853110169,decrease,67.08203932,0.067082039
P0004_2005,P0004,2005,0.135267005,0.077687798,0.057579207,-0.200190175,-0.144200021,-0.055990154,1386.470275,26.88509327,1.154761905,79.80988919,7.853110169,increase,67.08203932,0.067082039
P0004_2006,P0004,2006,0.091587669,0.135267005,-0.043679336,-0.140801819,-0.200190175,0.059388356,1333.975474,26.67334631,1.154761905,79.80988919,7.853110169,decrease,67.08203932,0.067082039
P0004_2007,P0004,2007,0.134149109,0.091587669,0.04256144,-0.185837307,-0.140801819,-0.045035488,1256.455385,26.76020004,1.154761905,79.80988919,7.853110169,increase,67.08203932,0.067082039
P0004_2008,P0004,2008,0.099101422,0.134149109,-0.035047687,-0.171928779,-0.185837307,0.013908528,1389.69536,26.48498588,1.154761905,79.80988919,7.853110169,decrease,67.08203932,0.067082039
P0004_2009,P0004,2009,0.099282373,0.099101422,0.000180951,-0.13812876,-0.171928779,0.033800019,1099.129442,26.72114944,1.154761905,79.80988919,7.853110169,stable,67.08203932,0.067082039
P0004_2010,P0004,2010,0.148882664,0.099282373,0.049600291,-0.207838995,-0.13812876,-0.069710235,1561.093357,26.86991508,1.154761905,79.80988919,7.853110169,increase,67.08203932,0.067082039
P0004_2011,P0004,2011,0.134823525,0.148882664,-0.014059139,-0.204912599,-0.207838995,0.002926396,1410.815226,26.56323124,1.154761905,79.80988919,7.853110169,stable,67.08203932,0.067082039
P0004_2012,P0004,2012,0.228682013,0.134823525,0.093858488,-0.259193402,-0.204912599,-0.054280803,1360.824814,26.96440439,1.154761905,79.80988919,7.853110169,increase,67.08203932,0.067082039
P0004_2013,P0004,2013,0.1527493,0.228682013,-0.075932713,-0.18245466,-0.259193402,0.076738742,991.3124337,26.69256393,1.154761905,79.80988919,7.853110169,decrease,67.08203932,0.067082039
P0004_2014,P0004,2014,0.166441989,0.1527493,0.013692689,-0.229422374,-0.18245466,-0.046967714,1602.542708,26.88510676,1.154761905,79.80988919,7.853110169,stable,67.08203932,0.067082039
P0004_2015,P0004,2015,0.18066596,0.166441989,0.014223971,-0.223097526,-0.229422374,0.006324848,1480.471842,26.91285943,1.154761905,79.80988919,7.853110169,stable,67.08203932,0.067082039
P0004_2016,P0004,2016,0.212539357,0.18066596,0.031873397,-0.245076941,-0.223097526,-0.021979415,972.7582776,27.39750873,1.154761905,79.80988919,7.853110169,increase,67.08203932,0.067082039
P0004_2017,P0004,2017,0.144397804,0.212539357,-0.068141553,-0.235780041,-0.245076941,0.0092969,1192.987165,27.03504022,1.154761905,79.80988919,7.853110169,decrease,67.08203932,0.067082039
P0004_2018,P0004,2018,0.102318177,0.144397804,-0.042079627,-0.217591414,-0.235780041,0.018188627,1204.813857,26.7537507,1.154761905,79.80988919,7.853110169,decrease,67.08203932,0.067082039
P0004_2019,P0004,2019,0.120495573,0.102318177,0.018177396,-0.209312479,-0.217591414,0.008278935,1166.129573,27.31444982,1.154761905,79.80988919,7.853110169,stable,67.08203932,0.067082039
P0004_2020,P0004,2020,0.071085073,0.120495573,-0.0494105,-0.22145939,-0.209312479,-0.012146911,1108.845327,27.41022023,1.154761905,79.80988919,7.853110169,decrease,67.08203932,0.067082039
P0004_2021,P0004,2021,0.109974151,0.071085073,0.038889078,-0.217188073,-0.22145939,0.004271317,1435.855743,26.8512814,1.154761905,79.80988919,7.853110169,increase,67.08203932,0.067082039
P0004_2022,P0004,2022,0.164382648,0.109974151,0.054408497,-0.198809782,-0.217188073,0.018378291,1168.651893,26.78982708,1.154761905,79.80988919,7.853110169,increase,67.08203932,0.067082039
P0004_2023,P0004,2023,0.171873036,0.164382648,0.007490388,-0.249194723,-0.198809782,-0.050384941,1571.161531,27.05176503,1.154761905,79.80988919,7.853110169,stable,67.08203932,0.067082039
P0004_2024,P0004,2024,0.012472849,0.171873036,-0.159400187,-0.2595518,-0.249194723,-0.010357077,1319.255687,27.553458,1.154761905,79.80988919,7.853110169,decrease,67.08203932,0.067082039
P0004_2025,P0004,2025,0.211061961,0.012472849,0.198589112,-0.30140154,-0.2595518,-0.04184974,1446.171059,27.08385981,1.154761905,79.80988919,7.853110169,increase,67.08203932,0.067082039
P0005_2001,P0005,2001,0.011757194,0.130060225,-0.118303031,-0.101875087,-0.152814369,0.050939282,1076.348862,26.63304176,2.732352941,79.80966846,7.852445739,decrease,134.1640786,0.134164079
P0005_2002,P0005,2002,0.100248532,0.011757194,0.088491338,-0.121742016,-0.101875087,-0.019866929,1322.592861,26.84789118,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0005_2003,P0005,2003,0.132153597,0.100248532,0.031905065,-0.135830164,-0.121742016,-0.014088148,1011.081799,26.91132196,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0005_2004,P0005,2004,0.073813633,0.132153597,-0.058339964,-0.126430468,-0.135830164,0.009399696,1274.72819,26.77633479,2.732352941,79.80966846,7.852445739,decrease,134.1640786,0.134164079
P0005_2005,P0005,2005,0.107201895,0.073813633,0.033388262,-0.152505345,-0.126430468,-0.026074877,1386.470275,26.88509327,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0005_2006,P0005,2006,0.09725284,0.107201895,-0.009949055,-0.111959527,-0.152505345,0.040545818,1333.975474,26.67334631,2.732352941,79.80966846,7.852445739,stable,134.1640786,0.134164079
P0005_2007,P0005,2007,0.131999375,0.09725284,0.034746535,-0.152293262,-0.111959527,-0.040333735,1256.455385,26.76020004,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0005_2008,P0005,2008,0.111081894,0.131999375,-0.020917481,-0.150280421,-0.152293262,0.002012841,1389.69536,26.48498588,2.732352941,79.80966846,7.852445739,decrease,134.1640786,0.134164079
P0005_2009,P0005,2009,0.109383413,0.111081894,-0.001698481,-0.089497084,-0.150280421,0.060783337,1099.129442,26.72114944,2.732352941,79.80966846,7.852445739,stable,134.1640786,0.134164079
P0005_2010,P0005,2010,0.120006545,0.109383413,0.010623132,-0.167664622,-0.089497084,-0.078167538,1561.093357,26.86991508,2.732352941,79.80966846,7.852445739,stable,134.1640786,0.134164079
P0005_2011,P0005,2011,0.136975509,0.120006545,0.016968964,-0.154910174,-0.167664622,0.012754448,1410.815226,26.56323124,2.732352941,79.80966846,7.852445739,stable,134.1640786,0.134164079
P0005_2012,P0005,2012,0.18471893,0.136975509,0.047743421,-0.231355869,-0.154910174,-0.076445695,1360.824814,26.96440439,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0005_2013,P0005,2013,0.161179599,0.18471893,-0.023539331,-0.152211637,-0.231355869,0.079144232,991.3124337,26.69256393,2.732352941,79.80966846,7.852445739,decrease,134.1640786,0.134164079
P0005_2014,P0005,2014,0.125524006,0.161179599,-0.035655593,-0.180539188,-0.152211637,-0.028327551,1602.542708,26.88510676,2.732352941,79.80966846,7.852445739,decrease,134.1640786,0.134164079
P0005_2015,P0005,2015,0.184431228,0.125524006,0.058907222,-0.188208096,-0.180539188,-0.007668908,1480.471842,26.91285943,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0005_2016,P0005,2016,0.241314386,0.184431228,0.056883158,-0.200247606,-0.188208096,-0.01203951,972.7582776,27.39750873,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0005_2017,P0005,2017,0.119645704,0.241314386,-0.121668682,-0.206376326,-0.200247606,-0.00612872,1192.987165,27.03504022,2.732352941,79.80966846,7.852445739,decrease,134.1640786,0.134164079
P0005_2018,P0005,2018,0.104211495,0.119645704,-0.015434209,-0.19544299,-0.206376326,0.010933336,1204.813857,26.7537507,2.732352941,79.80966846,7.852445739,stable,134.1640786,0.134164079
P0005_2019,P0005,2019,-0.054029391,0.104211495,-0.158240886,-0.138008631,-0.19544299,0.057434359,1166.129573,27.31444982,2.732352941,79.80966846,7.852445739,decrease,134.1640786,0.134164079
P0005_2020,P0005,2020,0.119579938,-0.054029391,0.173609329,-0.218391828,-0.138008631,-0.080383197,1108.845327,27.41022023,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0005_2021,P0005,2021,0.139151553,0.119579938,0.019571615,-0.195261391,-0.218391828,0.023130437,1435.855743,26.8512814,2.732352941,79.80966846,7.852445739,stable,134.1640786,0.134164079
P0005_2022,P0005,2022,0.174182377,0.139151553,0.035030824,-0.179693641,-0.195261391,0.01556775,1168.651893,26.78982708,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0005_2023,P0005,2023,0.180094215,0.174182377,0.005911838,-0.236781952,-0.179693641,-0.057088311,1571.161531,27.05176503,2.732352941,79.80966846,7.852445739,stable,134.1640786,0.134164079
P0005_2024,P0005,2024,0.034986701,0.180094215,-0.145107514,-0.191608075,-0.236781952,0.045173877,1319.255687,27.553458,2.732352941,79.80966846,7.852445739,decrease,134.1640786,0.134164079
P0005_2025,P0005,2025,0.161758096,0.034986701,0.126771395,-0.224602519,-0.191608075,-0.032994444,1446.171059,27.08385981,2.732352941,79.80966846,7.852445739,increase,134.1640786,0.134164079
P0006_2001,P0006,2001,0.65683105,0.632100372,0.024730678,-0.384332641,-0.474026758,0.089694117,1133.34266,26.63304176,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2002,P0006,2002,0.438895173,0.65683105,-0.217935877,-0.326178088,-0.384332641,0.058154553,1379.021797,26.84789118,5.281368821,79.80777781,7.845444948,decrease,30,0.03
P0006_2003,P0006,2003,0.488639277,0.438895173,0.049744104,-0.308399096,-0.326178088,0.017778992,1076.914066,26.91132196,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2004,P0006,2004,0.42186939,0.488639277,-0.066769887,-0.265860593,-0.308399096,0.042538503,1361.990593,26.77633479,5.281368821,79.80777781,7.845444948,decrease,30,0.03
P0006_2005,P0006,2005,0.45484095,0.42186939,0.03297156,-0.313032461,-0.265860593,-0.047171868,1447.446401,26.88509327,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2006,P0006,2006,0.456643463,0.45484095,0.001802513,-0.297772418,-0.313032461,0.015260043,1412.807463,26.67334631,5.281368821,79.80777781,7.845444948,stable,30,0.03
P0006_2007,P0006,2007,0.436892918,0.456643463,-0.019750545,-0.320118538,-0.297772418,-0.02234612,1325.343787,26.76020004,5.281368821,79.80777781,7.845444948,stable,30,0.03
P0006_2008,P0006,2008,0.504773645,0.436892918,0.067880727,-0.306841677,-0.320118538,0.013276861,1461.452885,26.48498588,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2009,P0006,2009,0.4152666,0.504773645,-0.089507045,-0.23322285,-0.306841677,0.073618827,1152.973056,26.72114944,5.281368821,79.80777781,7.845444948,decrease,30,0.03
P0006_2010,P0006,2010,0.519566158,0.4152666,0.104299558,-0.350880049,-0.23322285,-0.117657199,1684.499918,26.86991508,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2011,P0006,2011,0.520370948,0.519566158,0.00080479,-0.360505715,-0.350880049,-0.009625666,1461.787047,26.56323124,5.281368821,79.80777781,7.845444948,stable,30,0.03
P0006_2012,P0006,2012,0.567532639,0.520370948,0.047161691,-0.400730565,-0.360505715,-0.04022485,1403.158112,26.96440439,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2013,P0006,2013,0.470042827,0.567532639,-0.097489812,-0.30115009,-0.400730565,0.099580475,1083.092062,26.69256393,5.281368821,79.80777781,7.845444948,decrease,30,0.03
P0006_2014,P0006,2014,0.562582392,0.470042827,0.092539565,-0.352628988,-0.30115009,-0.051478898,1697.126426,26.88510676,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2015,P0006,2015,0.594926833,0.562582392,0.032344441,-0.354732553,-0.352628988,-0.002103565,1591.897985,26.91285943,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2016,P0006,2016,0.5813629,0.594926833,-0.013563933,-0.367003985,-0.354732553,-0.012271432,1046.893257,27.39750873,5.281368821,79.80777781,7.845444948,stable,30,0.03
P0006_2017,P0006,2017,0.667801395,0.5813629,0.086438495,-0.43690403,-0.367003985,-0.069900045,1359.644466,27.03504022,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2018,P0006,2018,0.641566211,0.667801395,-0.026235184,-0.363317227,-0.43690403,0.073586803,1342.47573,26.7537507,5.281368821,79.80777781,7.845444948,decrease,30,0.03
P0006_2019,P0006,2019,0.673661885,0.641566211,0.032095674,-0.401924937,-0.363317227,-0.03860771,1314.106371,27.31444982,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2020,P0006,2020,0.703325902,0.673661885,0.029664017,-0.428873438,-0.401924937,-0.026948501,1253.317433,27.41022023,5.281368821,79.80777781,7.845444948,increase,30,0.03
P0006_2021,P0006,2021,0.650626159,0.703325902,-0.052699743,-0.414189183,-0.428873438,0.014684255,1598.223863,26.8512814,5.281368821,79.80777781,7.845444948,decrease,30,0.03
P0006_2022,P0006,2022,0.697956153,0.650626159,0.047329994,-0.429402512,-0.414189183,-0.015213329,1281.423385,26.78982708,5.281368821,79.80777781,7.845444948,increase,30,0.03
